Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
3,government,High,17.0,no,gold,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,Low,Low,Medium,accept,7
3,government,Medium,23.0,yes,normal,2,15.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,High,Medium,Medium,accept,8
3,government,Medium,21.0,no,gold,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,2.0,High,Medium,Medium,reject,6
3,government,Medium,16.0,yes,platinum,2,15.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Low,Medium,Low,accept,9
3,government,Medium,15.0,no,normal,2,9.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Medium,High,accept,6
3,government,High,22.0,yes,normal,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,Medium,High,Medium,accept,6
3,government,Low,22.0,no,normal,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,High,Medium,Medium,accept,9
3,government,High,22.0,yes,gold,2,9.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,6
3,government,Low,24.0,no,normal,2,9.0,4.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Low,Medium,Low,accept,7
3,government,High,12.0,yes,gold,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Medium,Low,reject,6
3,government,Medium,15.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Medium,Medium,accept,9
3,government,High,10.0,yes,platinum,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,9
3,government,Low,21.0,no,normal,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,7
3,government,Medium,22.0,yes,gold,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Low,High,Low,accept,6
3,government,Medium,16.0,no,gold,2,15.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,Low,High,Low,accept,6
3,government,Medium,17.0,yes,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,High,Medium,Low,accept,7
3,government,High,22.0,no,gold,2,9.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,8
3,government,Medium,12.0,yes,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,High,Low,High,accept,6
3,government,High,22.0,no,platinum,2,9.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,accept,8
3,government,Medium,21.0,yes,normal,2,9.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Low,Low,Medium,accept,8
3,government,Medium,21.0,no,normal,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,High,Low,reject,8
3,government,Medium,13.0,yes,normal,2,9.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,accept,7
3,government,Low,10.0,no,normal,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Medium,High,accept,6
3,government,Low,22.0,yes,normal,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Low,Medium,Low,accept,9
3,government,Low,14.0,no,platinum,2,15.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,1.0,Medium,High,High,accept,6
3,government,Medium,22.0,yes,gold,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,6
3,government,Medium,22.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Medium,High,accept,6
3,government,Medium,13.0,yes,normal,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,8
3,government,Low,12.0,no,normal,2,15.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,2.0,High,Medium,High,accept,7
3,government,High,18.0,yes,gold,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,2.0,Medium,High,Medium,accept,7
3,government,Medium,22.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,High,Medium,accept,7
3,government,Low,17.0,yes,normal,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,1.0,Medium,High,Low,accept,9
3,government,Medium,17.0,no,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,High,accept,6
3,government,High,18.0,yes,normal,2,15.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,High,Medium,Medium,accept,8
3,government,Medium,18.0,no,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,Medium,High,accept,7
3,government,Low,24.0,yes,gold,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,2.0,Low,Medium,Medium,accept,8
3,government,Medium,24.0,no,gold,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,High,High,Medium,accept,8
3,government,Medium,11.0,yes,normal,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,High,Low,accept,8
3,government,Medium,18.0,no,normal,2,9.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,1.0,Low,Medium,High,reject,8
3,government,Low,24.0,yes,normal,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Low,High,accept,6
3,government,Medium,12.0,no,gold,2,9.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,Medium,Low,accept,6
3,government,Medium,23.0,yes,gold,2,9.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Medium,Medium,accept,6
3,government,Low,14.0,no,platinum,2,15.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,Low,Low,accept,8
3,government,Medium,22.0,yes,gold,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,High,High,High,accept,8
3,government,Medium,21.0,no,gold,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,1.0,Low,High,Medium,accept,8
3,government,High,18.0,yes,normal,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Low,Low,Medium,accept,9
3,government,High,22.0,no,normal,2,9.0,6.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,High,Low,Medium,reject,9
3,government,High,19.0,yes,normal,2,9.0,6.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,Low,Low,accept,7
3,government,High,23.0,no,gold,2,15.0,6.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Medium,Medium,accept,6
6,self_employed,Low,13.0,yes,gold,2,15.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,Low,Medium,Medium,accept,6
6,self_employed,Medium,23.0,no,gold,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,High,High,Medium,accept,7
6,self_employed,Low,15.0,yes,normal,2,10.0,4.0,3.0,1.0,3,condominium,12.0,Selangor,3.0,Medium,Medium,Low,accept,9
6,self_employed,Low,17.0,no,platinum,2,10.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,3.0,High,Medium,Medium,accept,7
6,self_employed,Medium,11.0,yes,platinum,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,2.0,High,Medium,Medium,reject,9
6,self_employed,High,22.0,no,gold,2,10.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,Low,Low,High,accept,9
6,self_employed,High,23.0,yes,normal,2,10.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,1.0,Low,Low,Medium,accept,9
6,self_employed,Medium,22.0,no,normal,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,2.0,High,High,Low,accept,6
6,self_employed,High,22.0,yes,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Medium,Medium,Low,accept,9
6,self_employed,Medium,15.0,no,gold,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Medium,Medium,accept,8
6,self_employed,Low,17.0,yes,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,High,Low,High,reject,6
6,self_employed,High,22.0,no,normal,2,10.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,3.0,Medium,High,Medium,accept,7
6,self_employed,Medium,10.0,yes,gold,2,10.0,4.0,2.0,1.0,2,condominium,12.0,Selangor,1.0,Medium,Medium,Medium,accept,6
6,self_employed,Low,18.0,no,normal,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Medium,Medium,accept,8
6,self_employed,Medium,23.0,yes,normal,2,15.0,2.0,3.0,1.0,2,condominium,10.0,Selangor,2.0,Medium,High,Medium,reject,9
6,self_employed,Medium,19.0,no,normal,2,15.0,4.0,2.0,1.0,1,condominium,12.0,Selangor,2.0,High,High,Low,reject,6
6,self_employed,Medium,22.0,yes,gold,2,15.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,2.0,Low,Medium,Low,accept,8
6,self_employed,Medium,22.0,no,platinum,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,2.0,High,Low,High,reject,6
6,self_employed,Low,20.0,yes,normal,2,10.0,4.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,High,High,reject,8
6,self_employed,Medium,24.0,no,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Low,High,Medium,accept,8
6,self_employed,Low,20.0,yes,normal,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,High,Medium,Medium,accept,6
6,self_employed,Medium,24.0,no,normal,2,10.0,4.0,3.0,1.0,3,condominium,12.0,Selangor,1.0,Medium,Low,Low,accept,7
6,self_employed,Low,10.0,yes,normal,2,15.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Medium,Medium,High,accept,8
6,self_employed,Medium,22.0,no,normal,2,10.0,4.0,3.0,1.0,1,condominium,12.0,Selangor,1.0,High,High,Medium,accept,7
6,self_employed,Medium,19.0,yes,gold,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Medium,High,Medium,accept,9
6,self_employed,Medium,22.0,no,normal,2,10.0,4.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,High,Medium,High,reject,6
6,self_employed,Low,10.0,yes,gold,2,15.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,High,Medium,Medium,accept,8
6,self_employed,High,24.0,no,normal,2,15.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,Medium,High,Medium,accept,9
6,self_employed,Low,19.0,yes,gold,2,10.0,4.0,2.0,1.0,3,condominium,12.0,Selangor,3.0,Low,Low,Medium,accept,9
6,self_employed,Low,22.0,no,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,1.0,High,Medium,Medium,accept,9
6,self_employed,Low,14.0,yes,normal,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,Low,Medium,High,accept,9
6,self_employed,Low,22.0,no,platinum,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,Low,Medium,Medium,accept,6
6,self_employed,Medium,17.0,yes,normal,2,10.0,4.0,2.0,1.0,3,condominium,12.0,Selangor,2.0,Medium,Medium,Medium,accept,6
6,self_employed,Medium,14.0,no,platinum,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,1.0,Low,Medium,Low,accept,9
6,self_employed,High,21.0,yes,normal,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,1.0,Medium,High,Medium,accept,6
6,self_employed,High,21.0,no,platinum,2,15.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,1.0,Medium,High,High,accept,8
6,self_employed,High,18.0,yes,platinum,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,1.0,High,Medium,Low,accept,7
6,self_employed,High,16.0,no,normal,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,3.0,Medium,Medium,Medium,accept,7
6,self_employed,Medium,18.0,yes,normal,2,10.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,Low,Medium,Medium,reject,6
6,self_employed,Medium,13.0,no,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Medium,Low,Medium,accept,6
6,self_employed,Low,18.0,yes,normal,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Medium,Low,accept,6
6,self_employed,Low,22.0,no,normal,2,10.0,2.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,Low,Medium,Low,reject,7
6,self_employed,Low,11.0,yes,normal,2,10.0,4.0,3.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,Low,Medium,accept,8
6,self_employed,Medium,22.0,no,platinum,2,15.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,Medium,Low,Medium,reject,6
6,self_employed,Low,13.0,yes,normal,2,10.0,4.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,High,Low,reject,7
6,self_employed,Medium,12.0,no,normal,2,15.0,4.0,2.0,1.0,2,condominium,12.0,Selangor,1.0,High,Medium,Medium,accept,7
6,self_employed,Low,23.0,yes,normal,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Medium,Low,accept,9
6,self_employed,High,21.0,no,gold,2,15.0,4.0,3.0,1.0,3,condominium,12.0,Selangor,1.0,High,Low,Low,accept,8
6,self_employed,Medium,12.0,yes,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Low,High,Medium,reject,7
6,self_employed,Low,22.0,no,platinum,2,10.0,2.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,accept,6
6,self_employed,Low,14.0,yes,gold,2,15.0,2.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,Low,High,Low,accept,9
6,self_employed,High,11.0,no,normal,2,10.0,4.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,Medium,Low,Medium,accept,6
6,self_employed,Low,14.0,yes,normal,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,High,Low,Medium,accept,6
6,self_employed,High,18.0,no,gold,2,10.0,4.0,2.0,1.0,3,condominium,12.0,Selangor,1.0,Medium,High,Medium,reject,9
6,self_employed,Medium,13.0,yes,gold,2,10.0,2.0,2.0,1.0,3,condominium,10.0,Selangor,1.0,Low,Low,Medium,reject,9
6,self_employed,High,22.0,no,normal,2,10.0,4.0,3.0,1.0,1,condominium,12.0,Selangor,3.0,Low,Medium,Medium,accept,6
6,self_employed,High,21.0,yes,normal,2,15.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,2.0,Low,Medium,Medium,accept,7
6,self_employed,Medium,11.0,no,gold,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Low,Medium,accept,8
6,self_employed,Medium,22.0,yes,gold,2,15.0,4.0,3.0,1.0,1,condominium,12.0,Selangor,1.0,Medium,Low,Medium,reject,9
6,self_employed,Low,22.0,no,normal,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,1.0,Medium,High,Medium,accept,8
6,self_employed,Medium,14.0,yes,gold,2,10.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,3.0,High,Medium,Low,accept,7
6,self_employed,Medium,21.0,no,normal,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,2.0,Low,High,Medium,reject,8
6,self_employed,Low,13.0,yes,gold,2,10.0,4.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,Medium,High,Medium,accept,7
6,self_employed,High,21.0,no,normal,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,High,Low,Low,reject,9
6,self_employed,Medium,22.0,yes,normal,2,15.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,Low,High,Medium,accept,6
6,self_employed,Low,22.0,no,gold,2,10.0,4.0,2.0,1.0,1,condominium,12.0,Selangor,2.0,Medium,High,Low,accept,7
6,self_employed,High,14.0,yes,normal,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,High,Medium,Low,reject,8
6,self_employed,Low,18.0,no,gold,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,2.0,High,Low,Medium,reject,9
6,self_employed,Medium,23.0,yes,gold,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,2.0,Low,High,Medium,accept,6
6,self_employed,Low,12.0,no,normal,2,10.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,Low,High,Medium,accept,8
6,self_employed,High,22.0,yes,gold,2,10.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,2.0,Low,High,Medium,reject,6
6,self_employed,Medium,10.0,no,normal,2,15.0,4.0,3.0,1.0,3,condominium,12.0,Selangor,1.0,High,Medium,High,reject,9
6,self_employed,Medium,10.0,yes,gold,2,10.0,4.0,2.0,1.0,1,condominium,12.0,Selangor,3.0,Medium,Medium,Low,accept,9
6,self_employed,Low,19.0,no,gold,2,15.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,2.0,Medium,High,Low,reject,8
6,self_employed,High,24.0,yes,gold,2,10.0,4.0,3.0,1.0,1,condominium,12.0,Selangor,2.0,Low,Medium,Medium,reject,8
6,self_employed,Medium,18.0,no,gold,2,15.0,2.0,2.0,1.0,1,condominium,10.0,Selangor,1.0,Low,Low,Low,accept,8
6,self_employed,Medium,22.0,yes,normal,2,15.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Low,High,Low,accept,8
6,self_employed,Medium,12.0,no,normal,2,10.0,2.0,3.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Medium,Low,accept,7
6,self_employed,High,22.0,yes,platinum,2,10.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,1.0,High,High,High,accept,7
6,self_employed,Low,18.0,no,gold,2,10.0,4.0,3.0,1.0,2,condominium,10.0,Selangor,2.0,Medium,Medium,High,reject,7
6,self_employed,High,21.0,yes,gold,2,10.0,2.0,3.0,1.0,1,condominium,12.0,Selangor,1.0,High,Medium,Medium,reject,6
6,self_employed,Medium,10.0,no,platinum,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,1.0,High,Low,High,accept,9
6,self_employed,Medium,15.0,yes,normal,2,15.0,4.0,3.0,1.0,2,condominium,12.0,Selangor,2.0,Medium,Low,Medium,reject,7
6,self_employed,High,21.0,no,gold,2,10.0,2.0,2.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Low,Medium,accept,8
6,self_employed,Medium,20.0,yes,gold,2,10.0,2.0,2.0,1.0,1,condominium,12.0,Selangor,3.0,Medium,Medium,High,accept,6
6,self_employed,High,21.0,no,gold,2,10.0,2.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Low,Medium,accept,6
6,self_employed,Medium,15.0,yes,platinum,2,15.0,2.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,Medium,High,Medium,accept,6
6,self_employed,Low,19.0,no,gold,2,10.0,4.0,3.0,1.0,1,condominium,10.0,Selangor,2.0,High,Low,Medium,accept,8
6,self_employed,Medium,22.0,yes,normal,2,15.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,3.0,Low,High,Low,accept,6
6,self_employed,Low,10.0,no,platinum,2,15.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,3.0,Low,Low,Medium,reject,6
6,self_employed,Medium,19.0,yes,normal,2,15.0,4.0,3.0,1.0,2,condominium,12.0,Selangor,1.0,Low,Medium,Medium,accept,7
6,self_employed,Medium,14.0,no,gold,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,Low,High,Medium,accept,9
6,self_employed,Medium,11.0,yes,normal,2,10.0,4.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,Low,Low,Low,accept,7
6,self_employed,Low,18.0,no,gold,2,15.0,4.0,3.0,1.0,1,condominium,10.0,Selangor,1.0,High,Medium,High,accept,8
6,self_employed,High,13.0,yes,normal,2,10.0,2.0,3.0,1.0,3,condominium,10.0,Selangor,3.0,Low,High,Medium,accept,9
6,self_employed,Low,21.0,no,gold,2,10.0,2.0,3.0,1.0,2,condominium,12.0,Selangor,3.0,Medium,Low,High,reject,7
6,self_employed,Medium,13.0,yes,gold,2,15.0,2.0,3.0,1.0,3,condominium,12.0,Selangor,3.0,Medium,High,Medium,accept,9
6,self_employed,Low,18.0,no,normal,2,10.0,4.0,3.0,1.0,1,condominium,12.0,Selangor,2.0,High,High,High,accept,9
6,self_employed,High,12.0,yes,gold,2,15.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,3.0,Medium,Medium,Low,accept,6
6,self_employed,High,15.0,no,platinum,2,15.0,2.0,2.0,1.0,3,condominium,12.0,Selangor,1.0,Low,High,Medium,accept,7
4,employee,Low,19.0,yes,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Low,Medium,Low,reject,8
4,employee,High,14.0,no,gold,2,11.0,4.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Low,Low,Medium,accept,9
4,employee,Low,15.0,yes,gold,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Low,High,High,reject,7
4,employee,Medium,21.0,no,gold,2,11.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,1.0,High,Low,Low,reject,9
4,employee,Medium,14.0,yes,gold,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,High,accept,8
4,employee,Low,14.0,no,normal,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,3.0,High,Low,Low,reject,6
4,employee,Low,20.0,yes,normal,2,15.0,4.0,3.0,1.0,3,condominium,10.0,Selangor,2.0,Medium,High,Medium,accept,6
4,employee,Medium,16.0,no,gold,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,Medium,Medium,accept,6
4,employee,High,13.0,yes,normal,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,2.0,Medium,High,Low,reject,9
4,employee,High,22.0,no,normal,2,15.0,5.0,2.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Low,accept,7
4,employee,High,10.0,yes,gold,2,11.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Low,accept,6
4,employee,Medium,22.0,no,platinum,2,11.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,2.0,High,High,Medium,accept,6
4,employee,Low,18.0,yes,normal,2,11.0,5.0,2.0,1.0,2,condominium,10.0,Selangor,2.0,High,Low,Medium,reject,6
4,employee,Low,22.0,no,gold,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,Medium,Low,accept,9
4,employee,Medium,22.0,yes,normal,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Low,Medium,accept,6
4,employee,Low,13.0,no,normal,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,3.0,High,Medium,Medium,accept,7
4,employee,Medium,17.0,yes,gold,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,Low,High,Medium,accept,8
4,employee,High,12.0,no,normal,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,1.0,Low,Low,Medium,accept,7
4,employee,Medium,23.0,yes,platinum,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Medium,Medium,accept,8
4,employee,Low,22.0,no,normal,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,High,Low,Medium,accept,7
4,employee,High,12.0,yes,normal,2,15.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,reject,7
4,employee,Medium,20.0,no,normal,2,15.0,4.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Medium,Low,Low,accept,6
4,employee,Medium,10.0,yes,normal,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Low,High,Medium,accept,7
4,employee,Low,13.0,no,gold,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,Medium,High,reject,7
4,employee,High,22.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,High,Medium,Medium,reject,7
4,employee,High,21.0,no,normal,2,15.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,reject,6
4,employee,Medium,10.0,yes,gold,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,High,Medium,High,accept,7
4,employee,Medium,18.0,no,normal,2,11.0,5.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Low,Medium,High,accept,8
4,employee,Medium,23.0,yes,normal,2,11.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,High,High,accept,9
4,employee,Medium,22.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,High,Medium,Medium,accept,6
4,employee,Low,23.0,yes,normal,2,15.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,6
4,employee,Medium,11.0,no,normal,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,3.0,Medium,Medium,Low,reject,6
4,employee,Medium,12.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,Low,Medium,Medium,accept,7
4,employee,Low,12.0,no,gold,2,11.0,4.0,3.0,3.0,2,condominium,10.0,Selangor,2.0,Low,High,Medium,accept,9
4,employee,Medium,15.0,yes,gold,2,11.0,4.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,High,Medium,accept,6
4,employee,Low,16.0,no,gold,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,1.0,Medium,High,Medium,accept,6
4,employee,Medium,22.0,yes,gold,2,15.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,2.0,High,Low,Medium,reject,9
4,employee,High,22.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,accept,9
4,employee,Low,23.0,yes,normal,2,11.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,2.0,High,High,Low,accept,7
4,employee,High,22.0,no,normal,2,11.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,1.0,Medium,Low,Medium,accept,6
4,employee,Low,14.0,yes,normal,2,15.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,High,Medium,accept,6
4,employee,High,13.0,no,normal,2,15.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,High,Medium,reject,7
4,employee,Medium,22.0,yes,gold,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Medium,Medium,accept,6
4,employee,Medium,20.0,no,gold,2,15.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,Low,Low,Medium,reject,9
4,employee,Low,22.0,yes,normal,2,15.0,4.0,3.0,1.0,1,condominium,10.0,Selangor,1.0,Low,Low,High,accept,6
4,employee,High,19.0,no,normal,2,11.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,High,High,Medium,accept,7
4,employee,High,15.0,yes,gold,2,11.0,4.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,High,Medium,Medium,reject,6
